Response_ID,Survey_Date,Age_Group,Gender,City_Tier,Location,Annual_Income,Occupation,Purchase_Frequency,Annual_Luxury_Spending,Brand_Loyalty_Score,Interest_Handbags,Interest_Watches,Interest_Jewelry,Interest_Fashion,Interest_Shoes,Interest_Cosmetics,Interest_Fragrances,Total_Categories_Interest,Urgency_Frequency,Online_Shopping_Pct,Gratification_Score,WTP_1Hour_Premium,WTP_Percentage,Service_Interest_Score,Likelihood_to_Use,Predicted_Premium_Spend,Customer_Segment
R0244,2025-11-09,55-64,Male,Tier 1 (Metro),New York,$75K-$125K,Finance,Every 2-3mo,$5K-$15K,5,0,1,0,0,0,1,0,2,Yearly,69,6,23,2.3,2,Unlikely,138,Digital-First
R0245,2025-11-09,35-44,Female,Tier 2 (Large City),Sydney,$1M+,Luxury Retail,2-3x/month,$100K-$250K,4,1,0,1,0,1,1,0,4,Monthly,36,5,75,7.5,5,Likely,2250,Ultra-HNW
R0246,2025-11-12,45-54,Female,Tier 2 (Large City),Toronto,$200K-$300K,Other,Monthly,$15K-$30K,5,1,0,0,0,1,1,0,3,Every 2-3mo,69,3,45,4.5,7,Very Likely,540,Aspirational
R0247,2025-11-11,55-64,Female,Tier 1 (Metro),Hong Kong,$75K-$125K,Tech,2-4x/year,<$5K,5,1,1,0,0,1,1,0,4,Rarely,34,2,21,2.1,4,Possibly,63,Gifter
R0248,2025-10-21,45-54,Male,Tier 2 (Large City),Sydney,$125K-$200K,Finance,Yearly,<$5K,6,0,1,1,0,0,1,0,3,Yearly,47,3,0,0.0,5,Likely,0,Gifter
R0249,2025-10-19,45-54,Female,Tier 1 (Metro),London,$200K-$300K,Legal,2-4x/year,$5K-$15K,9,1,1,1,0,1,1,0,5,Every 2-3mo,60,4,39,3.9,7,Very Likely,117,Aspirational
R0250,2025-11-09,45-54,Male,Tier 3 (Mid-size City),Geneva,$75K-$125K,Real Estate,Yearly,<$5K,6,0,1,0,1,0,1,0,3,2-4x/year,29,3,15,1.5,2,Unlikely,15,Gifter
R0251,2025-11-06,25-34,Female,Tier 2 (Large City),Chicago,$125K-$200K,Consulting,2-4x/year,$15K-$30K,6,1,1,1,1,1,1,0,6,Rarely,81,8,45,4.5,4,Possibly,135,Gifter
R0252,2025-11-08,55-64,Female,Tier 1 (Metro),Dubai,$125K-$200K,Entrepreneur,2-4x/year,$15K-$30K,6,1,0,0,0,0,0,1,2,Yearly,64,7,40,4.0,4,Possibly,120,Gifter
R0253,2025-11-09,45-54,Female,Tier 2 (Large City),Toronto,$125K-$200K,Entrepreneur,Yearly,$5K-$15K,5,1,0,0,1,0,1,0,3,Every 2-3mo,35,1,29,2.9,4,Possibly,28,Gifter
R0254,2025-10-21,35-44,Male,Tier 1 (Metro),London,$125K-$200K,Finance,Monthly,$15K-$30K,7,0,1,0,1,0,0,1,3,Every 2-3mo,49,2,46,4.6,6,Likely,552,Digital-First
R0255,2025-10-17,35-44,Female,Tier 2 (Large City),Miami,$200K-$300K,Finance,Monthly,$15K-$30K,7,1,1,0,1,1,0,0,4,Every 2-3mo,43,2,43,4.3,6,Likely,516,Aspirational
R0256,2025-11-14,45-54,Male,Tier 1 (Metro),London,$300K-$500K,Tech,2-4x/year,$50K-$100K,7,0,1,1,1,0,0,0,3,Yearly,57,6,58,5.8,7,Very Likely,174,Affluent Pro
R0257,2025-11-14,18-24,Male,Tier 1 (Metro),Hong Kong,$200K-$300K,Finance,2-4x/year,$30K-$50K,7,1,1,1,0,0,1,1,5,Yearly,45,7,45,4.5,3,Unlikely,135,Aspirational
R0258,2025-11-14,45-54,Male,Tier 1 (Metro),London,$125K-$200K,Finance,Rarely,<$5K,7,1,1,1,0,1,0,1,5,2-4x/year,44,5,37,3.7,5,Likely,18,Gifter
R0259,2025-10-18,35-44,Male,Tier 2 (Large City),Sydney,$75K-$125K,Finance,2-4x/year,<$5K,5,0,0,0,0,1,1,1,3,Monthly,31,2,35,3.5,5,Likely,105,Gifter
R0260,2025-10-29,45-54,Female,Tier 3 (Mid-size City),San Francisco,$75K-$125K,Finance,2-4x/year,<$5K,3,0,0,1,0,1,0,0,2,Every 2-3mo,29,8,27,2.7,2,Unlikely,81,Gifter
R0261,2025-10-16,25-34,Male,Tier 3 (Mid-size City),San Francisco,$500K-$1M,Media,2-3x/month,$50K-$100K,7,0,0,1,0,1,1,0,3,Multiple/mo,61,6,99,9.9,6,Likely,2970,Affluent Pro
R0262,2025-10-28,25-34,Male,Tier 2 (Large City),Miami,$125K-$200K,Entrepreneur,Rarely,$5K-$15K,8,1,1,0,1,1,0,0,4,Rarely,57,6,22,2.2,6,Likely,11,Gifter
R0263,2025-10-22,35-44,Female,Tier 1 (Metro),Singapore,$75K-$125K,Healthcare,2-4x/year,<$5K,6,1,1,1,1,0,0,0,4,Every 2-3mo,49,4,20,2.0,3,Unlikely,60,Gifter
R0264,2025-10-17,25-34,Male,Tier 2 (Large City),Toronto,$75K-$125K,Legal,Every 2-3mo,$5K-$15K,4,0,0,0,0,0,0,0,0,2-4x/year,47,9,29,2.9,2,Unlikely,174,Digital-First
R0265,2025-10-20,35-44,Female,Tier 1 (Metro),New York,$125K-$200K,Media,2-4x/year,$15K-$30K,5,1,1,0,1,0,1,0,4,2-4x/year,51,8,48,4.8,6,Likely,144,Gifter
R0266,2025-10-28,25-34,Male,Tier 1 (Metro),Hong Kong,$300K-$500K,Healthcare,Monthly,$15K-$30K,5,1,1,1,0,1,0,0,4,2-4x/year,49,7,75,7.5,6,Likely,900,Aspirational
R0267,2025-11-13,35-44,Female,Tier 2 (Large City),Sydney,$200K-$300K,Finance,Monthly,$15K-$30K,6,0,0,0,0,1,1,1,3,2-4x/year,54,7,30,3.0,4,Possibly,360,Aspirational
R0268,2025-11-10,55-64,Female,Tier 3 (Mid-size City),San Francisco,$125K-$200K,Finance,Rarely,$5K-$15K,5,1,0,0,1,1,0,0,3,Every 2-3mo,52,4,35,3.5,4,Possibly,17,Gifter
R0269,2025-11-09,25-34,Other,Tier 1 (Metro),Dubai,$1M+,Entrepreneur,Every 2-3mo,$100K-$250K,6,1,0,1,1,0,0,0,3,Rarely,74,9,126,12.6,8,Definitely,756,Ultra-HNW
R0270,2025-11-08,45-54,Female,Tier 1 (Metro),Los Angeles,$125K-$200K,Legal,2-3x/month,<$5K,6,1,0,1,1,0,1,0,4,Rarely,49,2,40,4.0,5,Likely,1200,Digital-First
R0271,2025-10-27,45-54,Male,Tier 3 (Mid-size City),San Francisco,$125K-$200K,Tech,Yearly,$15K-$30K,6,0,1,0,1,0,1,0,3,2-4x/year,52,4,43,4.3,5,Likely,43,Gifter
R0272,2025-11-02,55-64,Male,Tier 2 (Large City),Chicago,$1M+,Legal,Weekly,$100K-$250K,5,1,1,1,0,0,1,0,4,2-4x/year,75,6,71,7.1,7,Very Likely,3691,Ultra-HNW
R0273,2025-10-17,55-64,Female,Tier 1 (Metro),Singapore,$75K-$125K,Consulting,Monthly,<$5K,5,0,0,0,1,1,1,0,3,Yearly,43,2,7,0.7,1,Unlikely,83,Digital-First
R0274,2025-10-19,45-54,Male,Tier 2 (Large City),Chicago,$75K-$125K,Healthcare,2-4x/year,<$5K,5,0,1,0,0,0,0,0,1,Yearly,19,3,61,6.1,6,Likely,183,Gifter
R0275,2025-10-19,55-64,Female,Tier 2 (Large City),Chicago,$75K-$125K,Tech,Rarely,$5K-$15K,4,1,1,0,0,1,1,1,5,2-4x/year,52,2,6,0.6,2,Unlikely,3,Gifter
R0276,2025-10-20,45-54,Male,Tier 2 (Large City),Chicago,$75K-$125K,Healthcare,Every 2-3mo,$5K-$15K,3,0,1,0,1,0,1,0,3,Every 2-3mo,30,7,34,3.4,3,Unlikely,204,Digital-First
R0277,2025-11-04,25-34,Female,Tier 3 (Mid-size City),San Francisco,$125K-$200K,Finance,Monthly,<$5K,7,0,1,0,1,1,1,0,4,Yearly,84,6,42,4.2,4,Possibly,504,Digital-First
R0278,2025-11-12,35-44,Female,Tier 2 (Large City),Miami,$125K-$200K,Real Estate,2-4x/year,$5K-$15K,5,0,0,0,1,1,1,0,3,Yearly,45,2,55,5.5,6,Likely,165,Gifter
R0279,2025-10-24,25-34,Female,Tier 1 (Metro),Singapore,$200K-$300K,Real Estate,Monthly,$15K-$30K,5,0,1,1,1,1,1,0,5,Every 2-3mo,71,5,67,6.7,6,Likely,804,Aspirational
R0280,2025-10-28,18-24,Female,Tier 2 (Large City),Miami,$125K-$200K,Legal,Every 2-3mo,$15K-$30K,7,1,1,1,1,1,1,1,7,Monthly,64,6,30,3.0,5,Likely,180,Digital-First
R0281,2025-11-13,55-64,Male,Tier 1 (Metro),Dubai,Under $75K,Consulting,2-4x/year,<$5K,4,1,1,0,1,1,1,0,5,Yearly,26,4,19,1.9,1,Unlikely,57,Gifter
R0282,2025-10-30,35-44,Male,Tier 2 (Large City),Toronto,$75K-$125K,Real Estate,Monthly,<$5K,5,0,1,0,0,0,1,0,2,Yearly,65,7,44,4.4,5,Likely,528,Digital-First
R0283,2025-11-03,35-44,Male,Tier 1 (Metro),New York,$300K-$500K,Finance,Every 2-3mo,$50K-$100K,5,1,1,1,0,0,0,0,3,2-4x/year,26,3,66,6.6,7,Very Likely,396,Affluent Pro
R0284,2025-11-07,65+,Male,Tier 1 (Metro),Hong Kong,$500K-$1M,Real Estate,Every 2-3mo,$30K-$50K,6,0,1,0,1,1,0,1,4,2-4x/year,67,6,66,6.6,7,Very Likely,396,Affluent Pro
R0285,2025-11-14,25-34,Male,Tier 2 (Large City),Miami,$200K-$300K,Finance,Every 2-3mo,$30K-$50K,4,0,0,0,1,0,1,0,2,Monthly,80,6,102,10.2,8,Definitely,612,Aspirational
R0286,2025-10-29,35-44,Female,Tier 1 (Metro),New York,$200K-$300K,Finance,Every 2-3mo,$15K-$30K,6,1,1,0,0,0,1,1,4,Monthly,43,6,65,6.5,6,Likely,390,Aspirational
R0287,2025-10-19,65+,Male,Tier 1 (Metro),Hong Kong,$75K-$125K,Media,Every 2-3mo,<$5K,3,1,1,0,0,1,1,1,5,Rarely,40,7,46,4.6,5,Likely,276,Digital-First
R0288,2025-11-07,45-54,Female,Tier 3 (Mid-size City),Geneva,$1M+,Consulting,2-3x/month,$250K+,6,1,0,1,1,0,1,0,4,Monthly,64,6,86,8.6,9,Definitely,2580,Ultra-HNW
R0289,2025-11-01,45-54,Female,Tier 2 (Large City),Toronto,$200K-$300K,Entrepreneur,Rarely,$30K-$50K,7,0,0,0,0,1,0,0,1,2-4x/year,65,6,55,5.5,6,Likely,27,Aspirational
R0290,2025-11-05,35-44,Male,Tier 1 (Metro),Los Angeles,$200K-$300K,Legal,2-4x/year,$15K-$30K,4,0,1,0,1,1,0,0,3,Multiple/mo,59,4,55,5.5,5,Likely,165,Aspirational
R0291,2025-10-23,55-64,Female,Tier 2 (Large City),Toronto,$125K-$200K,Other,2-4x/year,$15K-$30K,7,1,0,0,0,0,1,0,2,Every 2-3mo,18,3,34,3.4,7,Very Likely,102,Gifter
R0292,2025-11-09,25-34,Male,Tier 2 (Large City),Miami,$300K-$500K,Tech,Every 2-3mo,$30K-$50K,8,0,1,0,0,1,0,0,2,Rarely,37,6,29,2.9,6,Likely,174,Affluent Pro
R0293,2025-11-07,45-54,Other,Tier 2 (Large City),Miami,$500K-$1M,Tech,Every 2-3mo,$50K-$100K,6,1,0,0,1,0,0,0,2,Every 2-3mo,59,7,100,10.0,9,Definitely,600,Affluent Pro
R0294,2025-10-16,45-54,Female,Tier 2 (Large City),Toronto,$1M+,Finance,2-3x/month,$250K+,7,1,0,0,1,1,1,0,4,Multiple/mo,41,5,115,11.5,6,Likely,3450,Ultra-HNW
R0295,2025-10-17,45-54,Other,Tier 2 (Large City),Chicago,Under $75K,Entrepreneur,Yearly,<$5K,4,0,1,0,1,1,0,0,3,2-4x/year,25,5,0,0.0,3,Unlikely,0,Gifter
R0296,2025-10-21,45-54,Male,Tier 1 (Metro),New York,$300K-$500K,Media,2-3x/month,$15K-$30K,8,0,1,1,1,1,0,0,4,2-4x/year,47,5,69,6.9,8,Definitely,2070,Aspirational
R0297,2025-11-11,65+,Male,Tier 1 (Metro),New York,$200K-$300K,Real Estate,Monthly,$15K-$30K,3,0,1,1,0,0,1,1,4,Yearly,34,3,41,4.1,4,Possibly,491,Aspirational
R0298,2025-10-24,55-64,Male,Tier 2 (Large City),Toronto,$125K-$200K,Legal,Weekly,$5K-$15K,6,1,1,0,0,1,1,0,4,2-4x/year,54,5,20,2.0,4,Possibly,1040,Digital-First
R0299,2025-11-04,35-44,Female,Tier 1 (Metro),Los Angeles,$125K-$200K,Tech,Every 2-3mo,$15K-$30K,7,0,1,1,1,0,1,0,4,2-4x/year,39,7,27,2.7,1,Unlikely,162,Digital-First
R0300,2025-11-03,55-64,Female,Tier 2 (Large City),Toronto,$300K-$500K,Entrepreneur,Monthly,$30K-$50K,6,1,0,0,0,0,1,1,3,2-4x/year,62,7,44,4.4,5,Likely,528,Affluent Pro
R0301,2025-11-07,45-54,Female,Tier 1 (Metro),Dubai,$300K-$500K,Consulting,Yearly,$15K-$30K,6,1,0,0,0,0,0,1,2,Every 2-3mo,57,7,86,8.6,6,Likely,86,Aspirational
R0302,2025-10-30,45-54,Female,Tier 1 (Metro),Singapore,$125K-$200K,Tech,2-4x/year,<$5K,5,0,1,0,1,1,0,0,3,Yearly,58,2,38,3.8,6,Likely,114,Gifter
R0303,2025-10-22,45-54,Male,Tier 2 (Large City),Sydney,$75K-$125K,Consulting,Yearly,$5K-$15K,7,1,1,0,0,1,0,1,4,2-4x/year,28,5,40,4.0,6,Likely,40,Gifter
R0304,2025-11-08,45-54,Male,Tier 1 (Metro),Dubai,$125K-$200K,Healthcare,Yearly,<$5K,7,0,1,0,0,1,1,0,3,Yearly,41,6,33,3.3,4,Possibly,33,Gifter
R0305,2025-11-06,35-44,Female,Tier 3 (Mid-size City),San Francisco,$300K-$500K,Healthcare,Every 2-3mo,$30K-$50K,8,1,1,1,1,1,0,0,5,Monthly,47,5,89,8.9,9,Definitely,534,Affluent Pro
R0306,2025-11-13,45-54,Female,Tier 1 (Metro),New York,$500K-$1M,Healthcare,Every 2-3mo,$100K-$250K,6,1,1,0,1,1,1,0,5,2-4x/year,29,4,75,7.5,6,Likely,450,Ultra-HNW
R0307,2025-11-05,45-54,Female,Tier 3 (Mid-size City),Geneva,$200K-$300K,Tech,Monthly,$5K-$15K,6,1,0,1,0,0,0,1,3,Every 2-3mo,58,6,0,0.0,4,Possibly,0,Aspirational
R0308,2025-10-29,45-54,Female,Tier 3 (Mid-size City),San Francisco,$200K-$300K,Entrepreneur,Monthly,$5K-$15K,5,1,0,1,1,0,1,1,5,Monthly,72,7,68,6.8,3,Unlikely,816,Aspirational
R0309,2025-10-25,45-54,Male,Tier 1 (Metro),London,$125K-$200K,Finance,Monthly,$15K-$30K,5,1,1,0,0,0,0,0,2,Rarely,66,4,43,4.3,6,Likely,516,Digital-First
R0310,2025-11-09,35-44,Female,Tier 1 (Metro),Dubai,$1M+,Consulting,2-3x/month,$250K+,5,1,0,1,0,0,0,0,2,Every 2-3mo,59,5,111,11.1,5,Likely,3330,Ultra-HNW
R0311,2025-11-12,25-34,Male,Tier 3 (Mid-size City),San Francisco,$200K-$300K,Real Estate,2-3x/month,$5K-$15K,4,0,1,1,0,0,1,0,3,Every 2-3mo,77,4,44,4.4,6,Likely,1320,Aspirational
R0312,2025-10-17,35-44,Female,Tier 1 (Metro),Los Angeles,$500K-$1M,Healthcare,2-3x/month,$50K-$100K,7,0,1,0,1,1,1,0,4,Yearly,36,3,80,8.0,6,Likely,2400,Affluent Pro
R0313,2025-10-26,35-44,Female,Tier 2 (Large City),Miami,$125K-$200K,Consulting,Yearly,$5K-$15K,6,1,0,0,0,0,0,0,1,Every 2-3mo,66,4,53,5.3,5,Likely,53,Gifter
R0314,2025-10-24,35-44,Female,Tier 2 (Large City),Toronto,$300K-$500K,Entrepreneur,Monthly,$50K-$100K,8,1,0,0,0,0,1,1,3,Every 2-3mo,15,5,64,6.4,9,Definitely,768,Affluent Pro
R0315,2025-10-24,35-44,Female,Tier 2 (Large City),Sydney,Under $75K,Legal,Yearly,<$5K,6,0,0,1,0,1,1,0,3,2-4x/year,33,2,9,0.9,3,Unlikely,9,Gifter
R0316,2025-11-07,35-44,Female,Tier 2 (Large City),Toronto,$125K-$200K,Media,Rarely,<$5K,2,1,0,1,0,1,1,0,4,Every 2-3mo,55,5,37,3.7,3,Unlikely,18,Gifter
R0317,2025-11-12,35-44,Male,Tier 1 (Metro),Hong Kong,$200K-$300K,Healthcare,Monthly,$5K-$15K,6,0,1,0,0,1,0,1,3,Monthly,42,5,84,8.4,6,Likely,1008,Aspirational
R0318,2025-10-31,55-64,Male,Tier 2 (Large City),Chicago,$75K-$125K,Entrepreneur,Every 2-3mo,<$5K,3,0,1,1,0,1,0,1,4,2-4x/year,57,4,8,0.8,4,Possibly,48,Digital-First
R0319,2025-11-10,18-24,Other,Tier 1 (Metro),Dubai,Under $75K,Entrepreneur,Every 2-3mo,<$5K,3,0,1,0,0,0,0,0,1,2-4x/year,95,9,43,4.3,6,Likely,258,Digital-First
R0320,2025-11-07,35-44,Male,Tier 1 (Metro),Singapore,$125K-$200K,Entrepreneur,Every 2-3mo,<$5K,6,1,1,1,1,0,0,0,4,Every 2-3mo,24,3,50,5.0,7,Very Likely,300,Digital-First
R0321,2025-11-03,35-44,Female,Tier 1 (Metro),Los Angeles,$500K-$1M,Finance,2-4x/year,$30K-$50K,9,1,0,0,0,0,1,0,2,Every 2-3mo,50,5,91,9.1,8,Definitely,273,Affluent Pro
R0322,2025-10-25,35-44,Male,Tier 2 (Large City),Toronto,$75K-$125K,Consulting,Weekly,<$5K,6,0,0,1,1,0,0,0,2,Rarely,31,6,24,2.4,2,Unlikely,1248,Digital-First
R0323,2025-11-05,35-44,Female,Tier 2 (Large City),Chicago,Under $75K,Media,Monthly,<$5K,5,0,0,0,1,1,1,0,3,Every 2-3mo,29,8,48,4.8,5,Likely,576,Digital-First
R0324,2025-10-31,55-64,Male,Tier 3 (Mid-size City),San Francisco,$75K-$125K,Consulting,Monthly,$5K-$15K,3,1,0,0,0,1,0,0,2,Yearly,40,5,21,2.1,4,Possibly,252,Digital-First
R0325,2025-11-11,45-54,Male,Tier 2 (Large City),Miami,$125K-$200K,Real Estate,2-4x/year,<$5K,8,1,0,1,0,0,1,0,3,Every 2-3mo,65,3,65,6.5,6,Likely,195,Gifter
R0326,2025-11-05,35-44,Female,Tier 2 (Large City),Miami,$125K-$200K,Healthcare,Every 2-3mo,<$5K,4,1,0,0,0,0,1,0,2,2-4x/year,50,4,5,0.5,2,Unlikely,30,Digital-First
R0327,2025-11-04,25-34,Female,Tier 1 (Metro),Hong Kong,$125K-$200K,Healthcare,2-4x/year,$5K-$15K,6,1,1,1,1,0,0,0,4,2-4x/year,72,6,51,5.1,4,Possibly,153,Gifter
R0328,2025-10-22,18-24,Male,Tier 1 (Metro),New York,$500K-$1M,Tech,2-3x/month,$50K-$100K,8,0,0,0,0,0,1,0,1,Monthly,66,6,102,10.2,9,Definitely,3060,Affluent Pro
R0329,2025-11-02,35-44,Male,Tier 2 (Large City),Miami,$500K-$1M,Tech,Monthly,$100K-$250K,6,0,1,1,0,1,1,0,4,Monthly,61,4,118,11.8,7,Very Likely,1416,Ultra-HNW
R0330,2025-11-01,25-34,Female,Tier 1 (Metro),Singapore,$500K-$1M,Consulting,2-4x/year,$30K-$50K,7,1,0,0,1,0,1,0,3,Every 2-3mo,69,7,102,10.2,8,Definitely,306,Affluent Pro
R0331,2025-10-19,35-44,Female,Tier 1 (Metro),Dubai,$200K-$300K,Media,Every 2-3mo,$5K-$15K,3,1,1,0,1,0,1,0,4,Every 2-3mo,48,2,107,10.7,7,Very Likely,642,Aspirational
R0332,2025-11-04,45-54,Female,Tier 1 (Metro),Dubai,$300K-$500K,Tech,2-4x/year,$15K-$30K,6,1,1,0,0,0,1,0,3,Monthly,64,6,75,7.5,4,Possibly,225,Aspirational
R0333,2025-10-17,35-44,Male,Tier 1 (Metro),London,$500K-$1M,Legal,Monthly,$100K-$250K,10,1,0,0,0,1,0,0,2,Every 2-3mo,41,8,117,11.7,6,Likely,1404,Ultra-HNW
R0334,2025-11-14,55-64,Female,Tier 1 (Metro),London,$200K-$300K,Real Estate,2-3x/month,$15K-$30K,5,1,1,1,1,1,0,0,5,2-4x/year,53,5,77,7.7,7,Very Likely,2310,Aspirational
R0335,2025-10-25,55-64,Male,Tier 1 (Metro),Hong Kong,$75K-$125K,Legal,2-4x/year,<$5K,6,1,1,0,0,1,1,1,5,2-4x/year,54,2,62,6.2,4,Possibly,186,Gifter
R0336,2025-10-19,35-44,Female,Tier 3 (Mid-size City),San Francisco,$75K-$125K,Finance,Yearly,$5K-$15K,5,1,1,0,1,1,1,1,6,2-4x/year,26,6,0,0.0,2,Unlikely,0,Gifter
R0337,2025-10-27,18-24,Female,Tier 1 (Metro),Hong Kong,Under $75K,Finance,Rarely,<$5K,3,0,0,1,0,1,1,0,3,Every 2-3mo,83,8,74,7.4,4,Possibly,37,Gifter
R0338,2025-11-02,65+,Female,Tier 2 (Large City),Toronto,$125K-$200K,Tech,2-4x/year,<$5K,5,0,0,0,1,1,1,1,4,2-4x/year,56,5,22,2.2,1,Unlikely,66,Gifter
R0339,2025-11-14,35-44,Male,Tier 1 (Metro),Dubai,$75K-$125K,Media,Every 2-3mo,<$5K,6,0,0,1,1,1,0,0,3,Monthly,43,6,43,4.3,7,Very Likely,258,Digital-First
R0340,2025-11-05,35-44,Female,Tier 1 (Metro),New York,$200K-$300K,Tech,Every 2-3mo,$5K-$15K,6,1,1,0,0,0,1,0,3,2-4x/year,56,6,67,6.7,5,Likely,402,Aspirational
R0341,2025-11-05,45-54,Female,Tier 1 (Metro),London,$300K-$500K,Tech,2-4x/year,$30K-$50K,6,1,1,0,0,0,0,0,2,Every 2-3mo,41,3,73,7.3,6,Likely,219,Affluent Pro
R0342,2025-11-08,45-54,Female,Tier 1 (Metro),New York,$200K-$300K,Entrepreneur,2-4x/year,$30K-$50K,5,1,0,0,0,1,0,0,2,Every 2-3mo,63,5,66,6.6,6,Likely,198,Aspirational
R0343,2025-11-07,45-54,Female,Tier 3 (Mid-size City),Geneva,$300K-$500K,Tech,2-4x/year,$30K-$50K,7,1,0,1,1,0,0,0,3,2-4x/year,12,4,74,7.4,8,Definitely,222,Affluent Pro
R0344,2025-10-31,25-34,Female,Tier 2 (Large City),Sydney,$75K-$125K,Entrepreneur,Yearly,<$5K,6,0,0,0,1,1,0,1,3,Monthly,54,8,71,7.1,7,Very Likely,71,Gifter
R0345,2025-11-11,35-44,Male,Tier 1 (Metro),New York,$500K-$1M,Healthcare,Weekly,$30K-$50K,8,0,1,0,0,1,0,0,2,Every 2-3mo,32,5,109,10.9,9,Definitely,5668,Affluent Pro
R0346,2025-10-22,18-24,Female,Tier 3 (Mid-size City),San Francisco,$200K-$300K,Finance,Monthly,$5K-$15K,6,1,0,0,0,1,1,1,4,Yearly,52,7,64,6.4,6,Likely,768,Aspirational
R0347,2025-10-31,18-24,Female,Tier 2 (Large City),Sydney,$300K-$500K,Entrepreneur,2-4x/year,$15K-$30K,5,0,0,0,1,1,0,1,3,2-4x/year,72,6,67,6.7,5,Likely,201,Aspirational
R0348,2025-11-11,55-64,Female,Tier 2 (Large City),Miami,$500K-$1M,Legal,2-3x/month,$30K-$50K,7,1,0,0,0,0,1,0,2,Every 2-3mo,28,4,74,7.4,7,Very Likely,2220,Affluent Pro
R0349,2025-10-17,45-54,Male,Tier 1 (Metro),Hong Kong,$300K-$500K,Tech,Monthly,$15K-$30K,9,0,1,1,1,1,1,0,5,Every 2-3mo,53,7,55,5.5,7,Very Likely,660,Aspirational
R0350,2025-10-30,65+,Female,Tier 3 (Mid-size City),Geneva,$75K-$125K,Legal,Rarely,<$5K,6,1,0,0,0,0,1,1,3,Yearly,48,3,11,1.1,3,Unlikely,5,Gifter
R0351,2025-10-23,45-54,Male,Tier 2 (Large City),Toronto,$125K-$200K,Legal,Every 2-3mo,<$5K,7,1,0,1,1,1,0,1,5,Yearly,26,4,22,2.2,2,Unlikely,132,Digital-First
R0352,2025-11-11,55-64,Female,Tier 3 (Mid-size City),Geneva,$75K-$125K,Tech,Monthly,$5K-$15K,6,1,0,0,1,0,1,0,3,2-4x/year,39,7,22,2.2,3,Unlikely,264,Digital-First
R0353,2025-10-16,55-64,Male,Tier 3 (Mid-size City),Geneva,$125K-$200K,Entrepreneur,2-4x/year,<$5K,8,1,1,0,0,1,0,1,4,Every 2-3mo,78,3,29,2.9,4,Possibly,87,Gifter
R0354,2025-10-21,35-44,Female,Tier 1 (Metro),New York,$300K-$500K,Healthcare,Every 2-3mo,$50K-$100K,5,1,1,0,0,0,1,0,3,Every 2-3mo,39,9,110,11.0,5,Likely,660,Affluent Pro
R0355,2025-11-10,35-44,Male,Tier 2 (Large City),Miami,$500K-$1M,Finance,Monthly,$30K-$50K,3,1,0,1,0,0,1,0,3,Multiple/mo,32,3,101,10.1,7,Very Likely,1212,Affluent Pro
R0356,2025-11-11,35-44,Male,Tier 1 (Metro),New York,$500K-$1M,Healthcare,2-3x/month,$50K-$100K,8,1,1,1,0,1,1,0,5,Multiple/mo,79,9,107,10.7,10,Definitely,3210,Affluent Pro
R0357,2025-10-27,35-44,Male,Tier 2 (Large City),Miami,$125K-$200K,Consulting,Monthly,$5K-$15K,5,0,1,0,0,1,1,0,3,2-4x/year,66,2,0,0.0,1,Unlikely,0,Digital-First
R0358,2025-10-24,35-44,Female,Tier 1 (Metro),London,$200K-$300K,Tech,2-4x/year,$30K-$50K,5,0,0,0,1,0,1,0,2,Every 2-3mo,77,4,62,6.2,5,Likely,186,Aspirational
R0359,2025-10-22,25-34,Female,Tier 1 (Metro),New York,$75K-$125K,Real Estate,Monthly,<$5K,4,0,1,0,1,1,0,0,3,Multiple/mo,82,10,92,9.2,6,Likely,1104,Digital-First
R0360,2025-10-17,25-34,Female,Tier 2 (Large City),Toronto,$200K-$300K,Tech,Monthly,$15K-$30K,5,1,1,0,0,0,0,1,3,Multiple/mo,59,7,58,5.8,5,Likely,696,Aspirational
R0361,2025-11-06,25-34,Male,Tier 2 (Large City),Chicago,$125K-$200K,Consulting,Rarely,$15K-$30K,4,1,1,0,0,0,0,1,3,2-4x/year,38,8,32,3.2,6,Likely,16,Gifter
R0362,2025-10-21,45-54,Female,Tier 2 (Large City),Miami,$75K-$125K,Tech,Every 2-3mo,$5K-$15K,3,0,1,0,0,1,0,0,2,Every 2-3mo,32,6,33,3.3,5,Likely,198,Digital-First
R0363,2025-10-27,45-54,Female,Tier 1 (Metro),Dubai,$300K-$500K,Entrepreneur,Every 2-3mo,$50K-$100K,8,1,1,1,0,0,0,1,4,Multiple/mo,30,7,97,9.7,9,Definitely,581,Affluent Pro
R0364,2025-11-11,25-34,Male,Tier 2 (Large City),Miami,$300K-$500K,Tech,2-4x/year,$50K-$100K,5,0,0,1,1,0,0,1,3,2-4x/year,79,8,45,4.5,4,Possibly,135,Affluent Pro
R0365,2025-10-28,45-54,Male,Tier 3 (Mid-size City),Geneva,$75K-$125K,Consulting,Every 2-3mo,<$5K,6,1,1,1,0,1,1,1,6,2-4x/year,36,5,45,4.5,6,Likely,270,Digital-First
R0366,2025-11-11,25-34,Female,Tier 2 (Large City),Chicago,$125K-$200K,Entrepreneur,Every 2-3mo,$5K-$15K,5,0,0,0,0,0,0,1,1,Monthly,95,3,37,3.7,5,Likely,222,Digital-First
